,train_loss,train_acc,test_loss,test_acc
0,2.343400413339788,0.1160669191919192,2.2827680792127336,0.09897648083623693
1,2.0935514796863903,0.20757575757575755,1.933249294757843,0.28639481707317077
2,1.821532461859963,0.32919823232323236,1.7646545256887163,0.34916702961672474
3,1.7142059315334668,0.3755208333333333,1.6559007252965654,0.3887739547038328
4,1.651028782671148,0.395770202020202,1.6522535681724548,0.4170296167247387
5,1.6131257046352734,0.41526199494949495,1.5499769960130965,0.4408209930313589
6,1.5440320329232649,0.4424084595959596,1.5636168122291565,0.43279072299651566
7,1.540677716515281,0.4449179292929293,1.4969489233834403,0.4530977787456446
8,1.5342676097696477,0.45232007575757577,1.518600080694471,0.46131859756097565
9,1.519137476791035,0.4546243686868687,1.491604243006025,0.4599303135888502
